ADDRESS,LATITUDE
"12 Clarity Elbow, Atwell",-32.15527034
"12 Clevedon Place, Kallaroo",-31.79294
"12 Clianthus Way, Koongamia",-31.90931065
"12 Cliff Street, Marmion",-31.84494
"12 Clifford Vale, Hillarys",-31.81298
"12 Clivedon Court, Ballajura",-31.84815
"12 Clyde Road, Menora",-31.92032
"12 Cob Road, Brabham",-31.81678332
"12 Cobham Way, Camillo",-32.11574028
"12 Cockatoo Chase, Bennett Springs",-31.85872181
"12 Cocos Grove, Kiara",-31.88405
"12 Colburn Way, East Fremantle",-32.046820000000004
"12 Coleridge Place, North Lake",-32.08212
"12 Colorino Avenue, Caversham",-31.86554423
"12 Coneflower Corner, Churchlands",-31.92441576
"12 Coniston Drive, Ellenbrook",-31.770527
"12 Connaught Street, West Leederville",-31.93655
"12 Connelly Place, Mount Helena",-31.86496288
"12 Contacio Cove, Trigg",-31.887809999999998
"12 Cook Court, Port Kennedy",-32.37202
"12 Coolamine Close, Carramar",-31.71518
"12 Cordelia Place, Alexander Heights",-31.82927
"12 Cornfield Place, Hillarys",-31.81348
"12 Coronata Way, Mirrabooka",-31.85521891
"12 Cotula Avenue, Bennett Springs",-31.85895152
"12 Covenham Crescent, Aveley",-31.78720827
"12 Cowan Street, Alfred Cove",-32.03325
"12 Cowrie Place, Mullaloo",-31.77536
"12 Cozens Road, Tapping",-31.72429849
"12 Crake Street, Ascot",-31.936040000000002
"12 Crawford Avenue, Burns Beach",-31.72549067
"12 Crick Lane, Piara Waters",-32.13030942
"12 Crofton Cove, Mindarie",-31.6767
"12 Crossland Way, Kardinya",-32.05896842
"12 Crowlin Gardens, Seville Grove",-32.1333166
"12 CUBBINE CLOSE, Hillman",-32.28644
"12 Cunningham Terrace, Daglish",-31.95366717
"12 Currawong Crescent, Walliston",-31.99134
"12 Curtin Road, Marangaroo",-31.822540000000004
"12 Curtis Road, Melville",-32.03483764
"12 Da Vinci Drive, Tapping",-31.71668336
"12 Dabchick Close, East Cannington",-32.00887
"12 Damascus Drive, Greenmount",-31.89567115
"12 Dartford Crescent, Marangaroo",-31.8335
"12 Davilak Street, Como",-32.0096172
"12 Dean Road, Bateman",-32.04783256
"12 Delray Mews, Iluka",-31.73265
"12 Delta Street, Wattle Grove",-31.99803732
"12 Denfield Rise, Carramar",-31.71495
"12 Denia Rise, Bennett Springs",-31.86053315
"12 Devitt Grove, Parmelia",-32.25564
"12 Dewsbury Drive, Bertram",-32.2432767
"12 Dianella Road, Walliston",-31.99965
"12 Diego Court, Trigg",-31.888090000000002
"12 Dietes View, Sinagra",-31.73823137
"12 Dilabert Lane, Wattle Grove",-32.0007582
"12 Dillenia Way, Greenwood",-31.821740000000002
"12 Dion Place, Coolbellup",-32.07922
"12 Dionysus Terrace, Atwell",-32.15063376
"12 Dirphia Place, High Wycombe",-31.95402
"12 Disney Street, Brentwood",-32.04121925
"12 Doherty Heights, Parmelia",-32.2473
"12 Doherty Street, Embleton",-31.90478789
"12 Donegal Court, Seville Grove",-32.12761091
"12 Doongalla Road, Attadale",-32.02151
"12 Dorian Loop, Kinross",-31.71808
"12 Doriot Way, Carine",-31.857540399999998
"12 Dovedale Street, Harrisdale",-32.12258795
"12 Dowerin Close, Beeliar",-32.13596
"12 Dresden Street, Hocking",-31.77176538
"12 Dudley Street, Midland",-31.88445
"12 Dunfermline Way, Kinross",-31.71234
"12 Dunlin Way, Gwelup",-31.86454
"12 Dunrossil Street, Wembley Downs",-31.907840000000004
"12 Dunsky Pass, Secret Harbour",-32.40036137
"12 Duomo Way, Harrisdale",-32.12958105
"12 Duyfken Road, Jindalee",-31.6509571
"12 Dyer Way, Salter Point",-32.01826
"12 Earls Court, Thornlie",-32.0582
"12 East Road, Pearsall",-31.777420000000003
"12 Eastwood Street, Ridgewood",-31.66224228
"12 Eaton Court, Woodvale",-31.7872
"12 Edmonton Place, Kingsley",-31.809209999999997
"12 Egham Road, Burswood",-31.96577277
"12 Ela Street, Leeming",-32.06927
"12 Eldridge Grove, Cannington",-32.00391269
"12 Elizabeth Street, East Cannington",-32.00261
"12 Elkington Mews, Clarkson",-31.67823
"12 Ellesmere Road, Mount Lawley",-31.93613819
"12 Elm Close, Camillo",-32.11763049
"12 Elstree Avenue, Menora",-31.9178
"12 Ezekiel Avenue, Canning Vale",-32.07562
"12 Falkner Road, Harrisdale",-32.119260499999996
"12 Fennell Rise, Darch",-31.81060195
"12 Ferrolana Court, Stratton",-31.865890000000004
"12 Finch Court, High Wycombe",-31.946559999999998
"12 Flemming Court, Forrestdale",-32.15165505
"12 Flora Avenue, Bayswater",-31.89577905
"12 Florence Place, West Perth",-31.93684074
"12 Floyd Street, Trigg",-31.870929999999998
"12 Forecastle Avenue, Jindalee",-31.65149706
"12 Forge Lane, Henley Brook",-31.79763693
"12 Forillion Avenue, Bibra Lake",-32.09006
"12 Forrest Grove, Two Rocks",-31.501170000000002
"12 Forster Way, Noranda",-31.8789
"12 Foundry Turn, Harrisdale",-32.11722212
"12 Francisco Street, South Fremantle",-32.06501
"12 Frederic Street, Helena Valley",-31.91024
"12 Frinton Place, Greenwood",-31.8288
"12 Fusus Lane, Jindalee",-31.6349233
"12 Gabell Way, Koondoola",-31.84105
"12 Gaby Way, Marangaroo",-31.825429999999997
"12 Gaffney Ridge, Clarkson",-31.68552
"12 Galleon Road, Beldon",-31.770970000000002
"12 Galloway Street, Attadale",-32.0285
"12 GAMBOGE Avenue, Karnup",-32.44296103
"12 Gandossi Court, Success",-32.13622658
"12 Ganges Place, Beechboro",-31.86525
"12 Gannett Street, Bateman",-32.04733
"12 Garland Place, Singleton",-32.44182
"12 Garran Loop, Henley Brook",-31.80167
"12 Gayton Road, City Beach",-31.92612
"12 Gaza Court, Greenmount",-31.89527
"12 Gear Court, Middle Swan",-31.871570000000002
"12 Geographe Bay Pass, Secret Harbour",-32.40435419
"12 Giallo Way, Eglinton",-31.59738363
"12 Giddens Court, North Lake",-32.07962
"12 Gilbank Crescent, Kinross",-31.716811
"12 Gilbride Cove, Atwell",-32.13152
"12 Gillon street, Karawara",-32.00842223
"12 Glastonbury Street, Leda",-32.26843305
"12 Glenbawn Drive, South Lake",-32.108509999999995
"12 Glenora Way, Harrisdale",-32.11997089
"12 Glenten Way, Ferndale",-32.03009
"12 Golden Ash Gardens, Helena Valley",-31.9195
"12 Goodalli Street, Jindalee",-31.63365976
"12 Gorman Place, Calista",-32.246345
"12 Grand Paradiso Parade, Merriwa",-31.659670000000002
"12 Grandis Drive, Baldivis",-32.338105
"12 Gratwick Way, Koondoola",-31.845509999999997
"12 Greenlea Crescent, Warnbro",-32.32731
"12 Grenache Chase, Pearsall",-31.78373563
"12 Grigo Close, Safety Bay",-32.30922
"12 Guinevere Way, Carine",-31.85217792
"12 Hackett Street, Bellevue",-31.89878
"12 Haddington Street, Beldon",-31.77833
"12 Hamelin Street, Two Rocks",-31.505476
"12 Hamilton Terrace, Greenmount",-31.899820000000002
"12 Hamlet Court, Bibra Lake",-32.10058
"12 Hampshire Drive, Jindalee",-31.6525189
"12 Hanley Street, Stoneville",-31.87333
"12 Hanlin Way, Samson",-32.0722102
"12 Harford Way, Girrawheen",-31.842043
"12 Harold Street, Bellevue",-31.89754008
"12 Harrier Way, Beldon",-31.77585
"12 Hartz Way, Wandi",-32.19273365
"12 Hastie Close, Brookdale",-32.169000000000004
"12 Hayton Mews, Atwell",-32.13624
"12 Hayward Street, Myaree",-32.04118938
"12 Heal Road, Morley",-31.87837
"12 Heathland Terrace, Ellenbrook",-31.76864724
"12 Hebe Lane, Woodbridge",-31.891994
"12 Hedges Retreat, Atwell",-32.14265
"12 Henry Street, Shenton Park",-31.957079999999998
"12 Hestercombe Way, Landsdale",-31.80326648
"12 Hewlett Turn, Tapping",-31.71842532
"12 Hibbertia Court, Jarrahdale",-32.34663746
"12 High Street, South Perth",-31.98468742
"12 Highlander Place, Currambine",-31.72809
"12 Hillsborough Parkway, Ridgewood",-31.660307
"12 Hinkler Loop, Maylands",-31.94683
"12 Hodges Street, Middle Swan",-31.873953000000004
"12 Hollis Street, Samson",-32.0727
"12 Honey Street, Mount Helena",-31.87299
"12 Hooley Road, Midvale",-31.88888
"12 Hopewell Pass, Carramar",-31.707639
"12 HOWDEN Street, Brabham",-31.81566747
"12 Howie Street, Woodlands",-31.902659999999997
"12 HOYPOY Gardens, Darch",-31.81894695
"12 Hubert Street, Guildford",-31.900370000000002
"12 Huggins Road, Byford",-32.22763169
"12 Hurd Road, Bullsbrook",-31.6595686
"12 Hyden Road, Banksia Grove",-31.6893397
"12 Hynes Court, Huntingdale",-32.08665
"12 Impson Gardens, South Lake",-32.11589
"12 Incana Street, Banksia Grove",-31.70088202
"12 Inlet Grove, Mullaloo",-31.774559999999997
"12 Inverleith Turn, Kinross",-31.712709999999998
"12 Ireland Court, Koondoola",-31.846890000000002
"12 Iris Place, Yangebup",-32.12389
"12 Jacaranda Avenue, Mount Claremont",-31.96820704
"12 Jade Street, Mount Richon",-32.1559946
"12 Jane Brook Drive, Jane Brook",-31.85953
"12 Janet Street, West Perth",-31.93784
"12 Janeville Place, South Guildford",-31.8999
"12 Japonica Heights, Mirrabooka",-31.853170000000002
"12 Jason Street, Melville",-32.03945
"12 Jasper Court, Bibra Lake",-32.09132
"12 Javon Loop, Alexander Heights",-31.83452
"12 Jeanhulley Road, High Wycombe",-31.94332467
"12 Jedburgh Loop, Sinagra",-31.7399434
"12 Jeffery Street, Beaconsfield",-32.07257998
"12 Jennifer Way, Rossmoyne",-32.03267686
"12 Jindalee Court, Ballajura",-31.8465
"12 Jindare Loop, Carramar",-31.71102978
"12 Jitti Court, South Guildford",-31.9148
"12 Johnston Street, Peppermint Grove",-32.00373141
"12 Jubata Court, Maida Vale",-31.95679
"12 Juniper Place, Ballajura",-31.83036504
"12 Kadina Road, Gooseberry Hill",-31.951240000000002
"12 Kanowna Avenue, Ascot",-31.93020717
"12 Karalla Elbow, Quinns Rocks",-31.66321032
"12 Karreen Way, South Guildford",-31.908659999999998
"12 Kathleen Close, Maida Vale",-31.950120000000002
"12 Kattamorda Pass, Sinagra",-31.74676
"12 Kearsley Rise, Murdoch",-32.06025
"12 Keats Place, Spearwood",-32.10982
"12 Kelly Place, Willetton",-32.06
"12 Kemmish Avenue, Parmelia",-32.247690000000006
"12 Kemp Road, Mount Pleasant",-32.03354146
"12 Kentchurch Bend, The Vines",-31.76269267
"12 Kerrison Parade, Seville Grove",-32.13751071
"12 Keys Court, Leeming",-32.07282
"12 Kielman Road, Willetton",-32.04045
"12 Kilmurray Way, Balga",-31.850002399999997
"12 Kilrush Turn, Ridgewood",-31.65465641
"12 Kilver Mews, Kiara",-31.880329999999997
"12 Kingsbridge Road, Warnbro",-32.33733
"12 Kingston Heath Mews, Jandakot",-32.0971
"12 Koorda Street, Coolbinia",-31.91643
"12 Korella Street, Mullaloo",-31.778740000000003
"12 Kullaroo Court, Hillman",-32.28325
"12 Kurrajong Way, Camillo",-32.1095465
"12 Kwel Court, Karawara",-32.00945
"12 Lacebark Road, Churchlands",-31.92457171
"12 Lacrosse Vista, Secret Harbour",-32.39618906
"12 Lagonda Place, Marangaroo",-31.83335
"12 Lakerise Mews, Edgewater",-31.760679999999997
"12 Lambasa Way, Mindarie",-31.6788
"12 Larmer Place, Bull Creek",-32.052409999999995
"12 Laura Rise, Marangaroo",-31.825440000000004
"12 Lauri Court, Parkwood",-32.05113
"12 Leatherwood Rise, South Lake",-32.10218
"12 Letchford Street, Samson",-32.07257
"12 Letsom Way, Langford",-32.03760162
"12 Levant Place, Kingsley",-31.81868
"12 Lightfoot Place, Cooloongup",-32.29914
"12 Lilac Hill Vista, Madeley",-31.81448
"12 Lime Street, North Fremantle",-32.02636663
"12 Limerick Crescent, Darch",-31.80811019
"12 Link Way, Cooloongup",-32.298320000000004
"12 Linkwater Street, Shelley",-32.02180982
"12 Linthorn Crescent, Greenmount",-31.897440000000003
"12 Linton Road, Attadale",-32.02857
"12 Linville Avenue, Cooloongup",-32.301390000000005
"12 Litchfield Circle, Wandi",-32.19350586
"12 Little Rush Close, South Lake",-32.10819
"12 Locarno Close, Stirling",-31.89116
"12 Loder Way, South Guildford",-31.91486346
"12 Logpine Crescent, Camillo",-32.11625443
"12 Loire Elbow, Caversham",-31.862890000000004
"12 Lombardy Street, Woodlands",-31.90952
"12 Longwood Bend, Aubin Grove",-32.17077308
"12 Lookout Vista, Singleton",-32.43594597
"12 Lucraft Gardens, Winthrop",-32.05587
"12 Lutey Avenue, Daglish",-31.9494005
"12 Lynn Street, Trigg",-31.86878956
"12 Madden Way, Parmelia",-32.240559999999995
"12 Madeira Place, Safety Bay",-32.30128
"12 Mader Road, Mundijong",-32.288470000000004
"12 Magnesia Road, Wattle Grove",-31.99337596
"12 Magnolia Mews, Edgewater",-31.77223
"12 Magpie Place, Brookdale",-32.16518
"12 Malachite Avenue, Southern River",-32.09114806
"12 Malibu Entrance, Iluka",-31.736905
"12 Manberry Way, Yangebup",-32.12474
"12 Mandon Street, Forrestfield",-31.9708428
"12 Manila Place, Warnbro",-32.34146
"12 Manjimup Place, Gwelup",-31.86957
"12 Manning Rise, Woodvale",-31.78435
"12 Mapleton Street, Stirling",-31.89663711
"12 Maquire Way, Bull Creek",-32.05382
"12 Marchamley Street, Carlisle",-31.970570000000002
"12 Mardella Street, Coolbinia",-31.916529999999998
"12 Mardja Loop, Mardella",-32.30941
"12 Marloo Street, Wattle Grove",-32.00120479
"12 Marraboor Place, Success",-32.13612
"12 Marsengo Road, Bateman",-32.0599
"12 Martindale Avenue, Madeley",-31.80888
"12 Matisse Street, Ashby",-31.73535
"12 Matsen Close, Booragoon",-32.04291
"12 Maverick Promenade, Shoalwater",-32.295308
"12 Mayberry Court, North Lake",-32.08214
"12 Mayfair Street, Mount Claremont",-31.96443
"12 McCallum Avenue, Daglish",-31.95083503
"12 Mccallum Crescent, Ardross",-32.03082069
"12 McCleery Street, Beaconsfield",-32.064479999999996
"12 McIntosh Street, Hammond Park",-32.17176519
"12 Mckenzie Road, Samson",-32.07086083
"12 McKenzie Way, Embleton",-31.89842638
"12 McKim Street, Canning Vale",-32.08661
"12 Mclaren Street, South Fremantle",-32.070890000000006
"12 McNeil Grove, Jarrahdale",-32.33831
"12 Melliodora Circle, Mirrabooka",-31.85192
"12 Meloway Drive, Maida Vale",-31.952840000000002
"12 Meneguz Drive, Tapping",-31.719314
"12 Mercury Street, Carlisle",-31.98406559
"12 Merilee Terrace, Kelmscott",-32.11509
"12 Merlin Way, Wattle Grove",-32.00283462
"12 Mettam Street, Trigg",-31.87101
"12 Meyrick Court, Currambine",-31.74196
"12 Middlegate Mews, Quinns Rocks",-31.66048
"12 Millen Street, Mount Nasura",-32.13111
"12 Mills Road, Martin",-32.06474
"12 Minter Way, Aubin Grove",-32.17085581
"12 Mirador Road, Morley",-31.88666
"12 Mirreen Court, Karawara",-32.01073321
"12 Mission Place, Quinns Rocks",-31.655820000000002
"12 Mitchell Place, Two Rocks",-31.506079999999997
"12 Moira Mews, Stratton",-31.863459999999996
"12 Monaco Avenue, North Lake",-32.07781
"12 Monet Drive, Ashby",-31.73422768
"12 Monkton Way, Warnbro",-32.337959999999995
"12 Montoro Drive, Port Kennedy",-32.35835681
"12 Moonah Way, Hammond Park",-32.16463669
"12 Moorland Street, Scarborough",-31.89087314
"12 Moreto Turn, Caversham",-31.86401386
"12 Morgan Road, Seville Grove",-32.1357233
"12 Morialta Avenue, Quinns Rocks",-31.6662
"12 Mortlock Close, Jane Brook",-31.862009999999998
"12 Moville Pass, Ridgewood",-31.65440132
"12 Muja Lane, Woodbridge",-31.89399883
"12 Mulberry Lane, Mirrabooka",-31.85777913
"12 Murrumbidgee Drive, Hammond Park",-32.16146
"12 Muston Grove, Churchlands",-31.91313713
"12 Muswell Street, Balga",-31.84810239
"12 Nambi Parkway, Banksia Grove",-31.71051151
"12 Narcissus Avenue, Parkwood",-32.048809999999996
"12 Nenagh Close, Orelia",-32.23435654
"12 Newbridge Green, Butler",-31.64027428
"12 Newport Way, Lynwood",-32.04359
"12 Nicholson Loop, Bateman",-32.05324
"12 Nicholson Road, Beckenham",-32.02795903
"12 Northecut Rise, Parmelia",-32.24667
"12 Norwood Loop, Tapping",-31.71514
"12 Nowranie Place, Hillman",-32.28416
"12 Nunton Place, Port Kennedy",-32.362159999999996
"12 Oberon Close, Dianella",-31.875490000000003
"12 Oblate Retreat, Queens Park",-32.00822
"12 Olive Street, Guildford",-31.900270000000003
"12 Oliveri Street, Sinagra",-31.738390000000003
"12 Orixa Crescent, Stirling",-31.88283039
"12 Oslo Street, Hocking",-31.766703999999997
"12 Overbeck Street, Ashby",-31.73071
"12 Padua Road, Piara Waters",-32.12742184
"12 Paganoni View, Beeliar",-32.13001454
"12 Painter Crescent, Mundaring",-31.893859999999997
"12 Palamuna Court, Hillman",-32.28378
"12 Palin Court, Langford",-32.039229999999996
"12 Pallarup Grove, Waikiki",-32.30875
"12 Pardillo Way, Caversham",-31.86569117
"12 Parkhurst Rise, Padbury",-31.817090000000004
"12 Parkland Close, Edgewater",-31.765890000000002
"12 Parkland Road, Stoneville",-31.87135
"12 Parkway Road, Bibra Lake",-32.08797
"12 Paulett Way, Belmont",-31.9449695
"12 Pecan Court, South Lake",-32.10611
"12 Peirse Way, Marmion",-31.84536481
"12 Pelham Lane, Henley Brook",-31.796290000000003
"12 Pendula Gardens, Mirrabooka",-31.85702147
"12 Penguin Close, Heathridge",-31.764440000000004
"12 Penn Street, Maddington",-32.05635
"12 Pennine Way, Wellard",-32.27289535
"12 Percheron Entrance, Stratton",-31.866490000000002
"12 Perissa Road, Iluka",-31.735229999999998
"12 Perrona Gardens, Mullaloo",-31.7718
"12 Peter Way, Rossmoyne",-32.04293
"12 Petterson Avenue, Samson",-32.070159999999994
"12 Piedmont Way, Brabham",-31.81844659
"12 Pinker Crescent, Maida Vale",-31.95285
"12 Piper Street, Quinns Rocks",-31.66893
"12 Plume Gardens, Bennett Springs",-31.86069557
"12 PLUMOSA Crescent, Dayton",-31.86205849
"12 Podger Way, Brookdale",-32.16898515
"12 Popolo Place, Pearsall",-31.78414523
"12 Portsea Gardens, Jandakot",-32.1007
"12 Poseidon Road, Heathridge",-31.76851
"12 Preston Point Road, East Fremantle",-32.03916682
"12 Primula Place, Mount Claremont",-31.96642
"12 Princeville Tor, Connolly",-31.74822
"12 Prospect Grove, Heathridge",-31.77315
"12 Prosser Way, Myaree",-32.0411
"12 Prunella Crescent, Canning Vale",-32.0755
"12 Quindalup Court, Hillman",-32.28537
"12 Quoll Mews, Alkimos",-31.6214311
"12 Quondong Close, Kenwick",-32.03586
"12 Raeburn Crescent, Landsdale",-31.79857
"12 Raintree Rise, Marangaroo",-31.82655
"12 Rand Avenue, Waikiki",-32.32077
"12 Randstone Parade, Butler",-31.63593838
"12 Raven Way, Harrisdale",-32.12509245
"12 Redgate Court, Kiara",-31.88307
"12 Redgum Avenue, Bellevue",-31.90541014
"12 Redlands Street, Bayswater",-31.8996136
"12 Regatta Boulevard, Champion Lakes",-32.11493262
"12 Reginald Street, Queens Park",-32.00352638
"12 Rhapsody Close, Shoalwater",-32.296535
"12 Rhoda Mews, Stratton",-31.864259999999998
"12 Ridge Road, Cockburn Central",-32.12588
"12 Ridgewood Way, Ferndale",-32.02947
"12 Ringrose Heights, Landsdale",-31.809140000000003
"12 RITAN Lane, Brabham",-31.82155651
"12 Robinia Rise, Helena Valley",-31.91208
"12 Robinson Terrace, Daglish",-31.94762638
"12 Rochele Court, Woodvale",-31.79005
"12 Rocky Road, Wandi",-32.18677373
"12 Rogerson Road, Mount Pleasant",-32.03405
"12 Rometta Way, Sinagra",-31.7348565
"12 Roper Boulevard, Hammond Park",-32.16244938
"12 Rosebery Street, Jolimont",-31.946590000000004
"12 Rossmoyne Drive, Rossmoyne",-32.03691866
"12 Rowan Place, Woodlands",-31.90256426
"12 Rubens Bend, Ashby",-31.73387
"12 Rungine Way, Pearsall",-31.78267
"12 Sabina Street, Menora",-31.914279999999998
"12 Sailboat Link, Jindalee",-31.648117
"12 Saintly Turn, Byford",-32.21876082
"12 Salter Point Parade, Salter Point",-32.027147
"12 Sapphire Court, Mount Richon",-32.15927286
"12 Seascape Road, Jindalee",-31.64987762
"12 Seaton Court, South Guildford",-31.899209999999997
"12 Sedge Way, Helena Valley",-31.91759491
"12 Serotina Lane, Aubin Grove",-32.17533991
"12 Shaw Place, Mount Nasura",-32.13176005
"12 Sheppard Way, Marmion",-31.84297
"12 Shirley Road, Walliston",-31.99268
"12 Short Street, Kenwick",-32.03099
"12 Sierra Key, Mindarie",-31.677770000000002
"12 Silver Place, Carine",-31.856540000000003
"12 Silvereye Close, East Cannington",-32.00351
"12 Silverhill Loop, Seville Grove",-32.139569699999996
"12 Sion Close, Waterford",-32.01892958
"12 Snook Crescent, Hilton",-32.07092915
"12 Snook Place, Seville Grove",-32.1411324
"12 Snowberry Retreat, Mirrabooka",-31.861079999999998
"12 Sophia Grove, Roleystone",-32.143029999999996
"12 Sorrento Turn, Secret Harbour",-32.405097
"12 Sovereign Place, Forrestfield",-31.99755
"12 Sowden Drive, Samson",-32.06936654
"12 Spence Street, Trigg",-31.87643438
"12 Spring Hill, Tapping",-31.72420571
"12 Springfield Court, Kallaroo",-31.78991
"12 Spurwing Way, South Guildford",-31.90556374
"12 St Andrews Loop, Cooloongup",-32.29793
"12 St Barnabas Boulevard, Quinns Rocks",-31.664279999999998
"12 St Johns Wood Boulevard, Mount Claremont",-31.96218
"12 St Patricks Road, Sorrento",-31.836159999999996
"12 St Thomas Loop, Iluka",-31.73493
"12 Stack Lane, Applecross",-32.01036767
"12 Staff Street, Jarrahdale",-32.33582559
"12 Station Street, Guildford",-31.896279999999997
"12 Stavros Way, Iluka",-31.73455
"12 Stellfox Close, Murdoch",-32.06418
"12 Stinton Street, Byford",-32.22801694
"12 Stokes Street, White Gum Valley",-32.06233991
"12 Stone Court, Kardinya",-32.07262
"12 Strauss Boulevard, Tapping",-31.71947285
"12 Sunderland Way, Waikiki",-32.31709545
"12 Suttor Street, Brabham",-31.82787887
"12 Swift Turn, Parkerville",-31.87252035
"12 Swinford Approach, Butler",-31.63994227
"12 Tamma Court, Heathridge",-31.762159999999998
"12 Tappan Way, Secret Harbour",-32.41487927
"12 Tapping Way, Quinns Rocks",-31.672140000000002
"12 Tarrant Way, Bateman",-32.06517
"12 Tarup Place, Hillman",-32.28083
"12 Tassell Street, Embleton",-31.9040261
"12 Tattershall Road, Darch",-31.81479727
"12 The Circus, Burswood",-31.95761546
"12 The Embankment, South Guildford",-31.90355165
"12 The Lakes Boulevard, Jandakot",-32.10985274
"12 The Return, Woodvale",-31.796120000000002
"12 Thornbill Way, Churchlands",-31.9236
"12 Tibicen Road, Tapping",-31.72391401
"12 Tindal Avenue, Yangebup",-32.12498
"12 Tintern Road, Ashby",-31.736909999999998
"12 Tipuana Mews, Ellenbrook",-31.795240000000003
"12 Tobin Street, Mount Helena",-31.8695
"12 Tonbridge Way, Thornlie",-32.05395
"12 Torquata Drive, Mirrabooka",-31.8498
"12 Torridon Loop, Wanneroo",-31.77565
"12 Tortorici Avenue, Sinagra",-31.73862
"12 Tracy Turn, Woodvale",-31.793429999999997
"12 Tresidder Road, Lockridge",-31.881809999999998
"12 Tristram Lane, Wattle Grove",-32.00417773
"12 Turnbull Way, Trigg",-31.87084496
"12 Turner Court, Mount Helena",-31.866659999999996
"12 Tuscany Place, Caversham",-31.8655
"12 Tyndale Turn, Wellard",-32.27506726
"12 Tyringa Crescent, Burns Beach",-31.72485348
"12 Ufton Street, Gwelup",-31.87425985
"12 Unity Way, Atwell",-32.1528898
"12 Uringa Way, Wanneroo",-31.760379999999998
"12 Verbania Loop, Beeliar",-32.13054845
"12 Vernon Street, Trigg",-31.86999197
"12 Verve Court, Marmion",-31.84168677
"12 Vetter Road, Clarkson",-31.69544085
"12 View Terrace, Quinns Rocks",-31.668309999999998
"12 Vinciullo Way, Sinagra",-31.73567408
"12 Voltaire Crescent, Ridgewood",-31.663990000000002
"12 Wahroonga Road, Mount Nasura",-32.13145
"12 Waldorf Street, Carine",-31.85885
"12 Wandarra Close, Karawara",-32.00685
"12 Wapengo Close, South Lake",-32.110040000000005
"12 Waratah Drive, Camillo",-32.11260212
"12 Wareana Street, Menora",-31.912259999999996
"12 Waterford Avenue, Waterford",-32.01388
"12 Waterlily Drive, Stratton",-31.86252
"12 Waterview Way, Singleton",-32.43601479
"12 Wattle Court, Mahogany Creek",-31.90281
"12 Waverley Street, Shenton Park",-31.95757
"12 Wedgetail Court, Brookdale",-32.16294
"12 Weld Street, Rockingham",-32.26469574
"12 Wellard Street, Serpentine",-32.36422
"12 Wescap Rise, Merriwa",-31.670720000000003
"12 Westbury Lane, Madeley",-31.80927378
"12 Weybridge Drive, Wellard",-32.26079907
"12 Wheelock Road, Medina",-32.23392237
"12 Wheyland Street, Willagee",-32.04845
"12 Whitchurch Road, Redcliffe",-31.95317
"12 Whitewater Lookout, Iluka",-31.739328399999998
"12 Wickens Street, Beckenham",-32.01556
"12 Willow Road, Woodlands",-31.9093
"12 Wilsmore Grove, Kardinya",-32.06775586
"12 Wilsmore Street, Daglish",-31.95076
"12 Windward Close, Safety Bay",-32.30154
"12 Wishart Street, Gwelup",-31.87668148
"12 Woodsome Street, Mount Lawley",-31.92626
"12 Woolgar Way, Lockridge",-31.878870000000003
"12 Wooloomooloo Road, Greenmount",-31.89708
"12 Woonan Place, Karawara",-32.00669133
"12 Wyatt Road, Hocking",-31.76427
"12 Yallambee Crescent, Wanneroo",-31.7555
"12 Yarnall Place, Ferndale",-32.02902
"12 Yindana Entrance, Canning Vale",-32.09748
"12 Yomba Street, Kewdale",-31.979340000000004
"12 York Avenue, Bentley",-32.01112
"12 Ypres Road, Camillo",-32.11309607
"12 Zedora Loop, Port Kennedy",-32.3744
"12/10 Delamere Way, Camillo",-32.11586045
"12/10 East Street, Maylands",-31.93576
"12/10 Perina Way, City Beach",-31.91238
"12/16 Coneflower Corner, Churchlands",-31.9238941
"12/19 Serls Street, Armadale",-32.13526634
"12/19 Woodley Way, Parmelia",-32.241659999999996
"12/2 Corander Gardens, Carine",-31.85790036
"12/21 Cronin Place, Armadale",-32.15129899
"12/27 Adair Parade, Coolbinia",-31.91779146
"12/32 Fielder Street, East Perth",-31.95072639
"12/40 MELL ROAD, Spearwood",-32.10884764
"12/446 Canning Highway, Attadale",-32.03253693
"12/53 Holman Street, Alfred Cove",-32.0326868
"12/8 Benson Court, Mount Nasura",-32.13543175
"120 Aitken Drive, Winthrop",-32.05488
"120 Arkwell Street, Willagee",-32.049640000000004
"120 Baltimore Parade, Merriwa",-31.66406
"120 Caridean Street, Heathridge",-31.75889
"120 Cockman Cross, Stratton",-31.863940000000003
"120 Drabble Road, City Beach",-31.909340000000004
"120 Glen Iris Drive, Jandakot",-32.09688
"120 Hardey Road, Glen Forrest",-31.91682
"120 Herbert Road, Shenton Park",-31.962605
"120 Hill View Terrace, St James",-32.002340000000004
"120 Hinchinbrook Avenue, Ridgewood",-31.65501778
"120 Jersey Street, Jolimont",-31.94358513
"120 Kardan Boulevard, Byford",-32.21684469
"120 Lakeside Drive, Helena Valley",-31.9138
"120 Manchester Drive, Hocking",-31.774435999999998
"120 Mcgilvray Avenue, Noranda",-31.87365
"120 Osmaston Road, Carine",-31.85012
"120 Princess Road, Mount Helena",-31.872490000000003
"120 Samuel Street, Mount Helena",-31.86703
"120 Shiraz Boulevard, Pearsall",-31.78544126
"120 South Western Highway, Mount Richon",-32.15715681
"120 West Coast Drive, Sorrento",-31.83315
"120 Wilding Street, Doubleview",-31.88585
"120 Woodbridge Drive, Cooloongup",-32.290620000000004
